State,Year,Rainfall_mm
SUBDIVISION,YEAR,ANNUAL
TELANGANA,1963,1010.10
TELANGANA,1964,887.50
TELANGANA,1965,778.90
TELANGANA,1966,970.90
TELANGANA,1967,942.10
TELANGANA,1968,748.70
TELANGANA,1969,1047.10
TELANGANA,1970,970.30
TELANGANA,1971,729.10
TELANGANA,1972,670.70
TELANGANA,1973,1042.50
TELANGANA,1974,830.40
TELANGANA,1975,1215.80
TELANGANA,1976,1035.60
TELANGANA,1977,808.60
TELANGANA,1978,1311.70
TELANGANA,1979,791.70
TELANGANA,1980,922.60
TELANGANA,1981,1143.50
TELANGANA,1982,933.20
TELANGANA,1983,1497.50
TELANGANA,1984,742.80
TELANGANA,1985,785.90
TELANGANA,1986,1007.30
TELANGANA,1987,976.90
TELANGANA,1988,1544.90
TELANGANA,1989,1161.00
TELANGANA,1990,1425.70
TELANGANA,1991,849.10
TELANGANA,1992,863.50
TELANGANA,1993,885.60
TELANGANA,1994,975.70
TELANGANA,1995,1286.00
TELANGANA,1996,986.80
TELANGANA,1997,856.00
TELANGANA,1998,1093.00
TELANGANA,1999,863.80
TELANGANA,2000,1078.00
TELANGANA,2001,922.30
TELANGANA,2002,765.30
TELANGANA,2003,963.20
TELANGANA,2004,667.00
TELANGANA,2005,1163.10
TELANGANA,2006,1053.00
TELANGANA,2007,843.30
TELANGANA,2008,1035.30
TELANGANA,2009,666.30
TELANGANA,2010,1276.40
TELANGANA,2011,753.10
TELANGANA,2012,1008.60
TELANGANA,2013,1348.70
TELANGANA,2014,746.40
TELANGANA,2015,857.30
RAYALSEEMA,1901,714.00
RAYALSEEMA,1902,818.40
RAYALSEEMA,1903,1138.20
RAYALSEEMA,1904,433.40
RAYALSEEMA,1905,703.40
RAYALSEEMA,1906,912.60
RAYALSEEMA,1907,640.40
RAYALSEEMA,1908,617.10
RAYALSEEMA,1909,870.60
RAYALSEEMA,1910,1001.10
RAYALSEEMA,1911,590.60
RAYALSEEMA,1912,745.50
RAYALSEEMA,1913,616.30
RAYALSEEMA,1914,678.30
RAYALSEEMA,1915,923.10
RAYALSEEMA,1916,1047.00
RAYALSEEMA,1917,933.10
RAYALSEEMA,1918,645.80
RAYALSEEMA,1919,890.50
RAYALSEEMA,1920,674.80
RAYALSEEMA,1921,743.60
RAYALSEEMA,1922,770.30
RAYALSEEMA,1923,515.80
RAYALSEEMA,1924,684.30
RAYALSEEMA,1925,865.50
RAYALSEEMA,1926,682.60
RAYALSEEMA,1927,682.00
RAYALSEEMA,1928,711.30
RAYALSEEMA,1929,696.60
RAYALSEEMA,1930,995.50
RAYALSEEMA,1931,719.20
RAYALSEEMA,1932,635.80
RAYALSEEMA,1933,678.20
RAYALSEEMA,1934,611.50
RAYALSEEMA,1935,782.30
RAYALSEEMA,1936,695.60
RAYALSEEMA,1937,775.40
RAYALSEEMA,1938,674.40
RAYALSEEMA,1939,798.20
RAYALSEEMA,1940,904.60
RAYALSEEMA,1941,653.50
RAYALSEEMA,1942,536.90
RAYALSEEMA,1943,1036.50
RAYALSEEMA,1944,917.40
RAYALSEEMA,1945,604.10
RAYALSEEMA,1946,953.70
RAYALSEEMA,1947,624.30
RAYALSEEMA,1948,608.90
RAYALSEEMA,1949,826.50
RAYALSEEMA,1950,510.90
RAYALSEEMA,1951,538.40
RAYALSEEMA,1952,701.20
RAYALSEEMA,1953,795.70
RAYALSEEMA,1954,785.40
RAYALSEEMA,1955,816.40
RAYALSEEMA,1956,931.00
RAYALSEEMA,1957,571.70
RAYALSEEMA,1958,808.40
RAYALSEEMA,1959,635.80
RAYALSEEMA,1960,744.00
RAYALSEEMA,1961,651.50
RAYALSEEMA,1962,816.30
RAYALSEEMA,1963,709.10
RAYALSEEMA,1964,791.60
RAYALSEEMA,1965,595.90
RAYALSEEMA,1966,904.10
RAYALSEEMA,1967,737.60
RAYALSEEMA,1968,623.90
RAYALSEEMA,1969,842.40
RAYALSEEMA,1970,776.40
RAYALSEEMA,1971,621.10
RAYALSEEMA,1972,826.00
RAYALSEEMA,1973,689.50
RAYALSEEMA,1974,728.50
RAYALSEEMA,1975,1041.60
RAYALSEEMA,1976,817.00
RAYALSEEMA,1977,866.60
RAYALSEEMA,1978,869.30
RAYALSEEMA,1979,813.40
RAYALSEEMA,1980,573.70
RAYALSEEMA,1981,785.20
RAYALSEEMA,1982,595.60
RAYALSEEMA,1983,943.00
RAYALSEEMA,1984,733.00
RAYALSEEMA,1985,685.80
RAYALSEEMA,1986,580.90
RAYALSEEMA,1987,769.50
RAYALSEEMA,1988,842.30
RAYALSEEMA,1989,693.70
RAYALSEEMA,1990,930.70
RAYALSEEMA,1991,967.50
RAYALSEEMA,1992,596.00
RAYALSEEMA,1993,887.10
RAYALSEEMA,1994,690.50
RAYALSEEMA,1995,874.30
RAYALSEEMA,1996,1277.70
RAYALSEEMA,1997,835.00
RAYALSEEMA,1998,948.10
RAYALSEEMA,1999,537.20
RAYALSEEMA,2000,871.30
RAYALSEEMA,2001,924.50
RAYALSEEMA,2002,615.20
RAYALSEEMA,2003,725.50
RAYALSEEMA,2004,741.70
RAYALSEEMA,2005,1066.40
RAYALSEEMA,2006,638.10
RAYALSEEMA,2007,980.60
RAYALSEEMA,2008,798.00
RAYALSEEMA,2009,688.20
RAYALSEEMA,2010,963.50
RAYALSEEMA,2011,738.00
RAYALSEEMA,2012,715.00
RAYALSEEMA,2013,762.60
RAYALSEEMA,2014,551.80
RAYALSEEMA,2015,1047.10
TAMIL NADU,1901,960.30
TAMIL NADU,1902,1138.20
TAMIL NADU,1903,1163.90
TAMIL NADU,1904,663.10
TAMIL NADU,1905,821.10
TAMIL NADU,1906,990.20
TAMIL NADU,1907,885.60
TAMIL NADU,1908,765.00
TAMIL NADU,1909,954.60
TAMIL NADU,1910,943.70
TAMIL NADU,1911,814.90
TAMIL NADU,1912,904.10
TAMIL NADU,1913,878.80
TAMIL NADU,1914,953.30
TAMIL NADU,1915,988.50
TAMIL NADU,1916,897.40
TAMIL NADU,1917,948.30
TAMIL NADU,1918,871.70
TAMIL NADU,1919,1028.60
TAMIL NADU,1920,1154.20
TAMIL NADU,1921,979.40
TAMIL NADU,1922,1080.50
TAMIL NADU,1923,834.10
TAMIL NADU,1924,895.10
TAMIL NADU,1925,1013.30
TAMIL NADU,1926,815.60
TAMIL NADU,1927,829.90
TAMIL NADU,1928,970.80
TAMIL NADU,1929,977.70
TAMIL NADU,1930,1275.40
TAMIL NADU,1931,1039.80
TAMIL NADU,1932,1109.80
TAMIL NADU,1933,1010.90
TAMIL NADU,1934,839.70
TAMIL NADU,1935,893.90
TAMIL NADU,1936,944.50
TAMIL NADU,1937,1020.10
TAMIL NADU,1938,783.20
TAMIL NADU,1939,1055.80
TAMIL NADU,1940,1178.50
TAMIL NADU,1941,1006.90
TAMIL NADU,1942,847.30
TAMIL NADU,1943,1187.30
TAMIL NADU,1944,1227.60
TAMIL NADU,1945,784.00
TAMIL NADU,1946,1294.10
TAMIL NADU,1947,939.50
TAMIL NADU,1948,906.70
TAMIL NADU,1949,840.70
TAMIL NADU,1950,747.50
TAMIL NADU,1951,855.10
TAMIL NADU,1952,716.40
TAMIL NADU,1953,968.00
TAMIL NADU,1954,1016.30
TAMIL NADU,1955,1060.60
TAMIL NADU,1956,989.70
TAMIL NADU,1957,866.90
TAMIL NADU,1958,852.50
TAMIL NADU,1959,894.30
TAMIL NADU,1960,1013.90
TAMIL NADU,1961,910.70
TAMIL NADU,1962,941.60
TAMIL NADU,1963,1072.80
TAMIL NADU,1964,910.60
TAMIL NADU,1965,921.80
TAMIL NADU,1966,1166.90
TAMIL NADU,1967,899.10
TAMIL NADU,1968,789.40
TAMIL NADU,1969,961.80
TAMIL NADU,1970,942.10
TAMIL NADU,1971,1047.60
TAMIL NADU,1972,1093.40
TAMIL NADU,1973,858.50
TAMIL NADU,1974,652.80
TAMIL NADU,1975,923.60
TAMIL NADU,1976,858.90
TAMIL NADU,1977,1246.00
TAMIL NADU,1978,998.80
TAMIL NADU,1979,1103.40
TAMIL NADU,1980,709.10
TAMIL NADU,1981,1045.90
TAMIL NADU,1982,678.60
TAMIL NADU,1983,1007.70
TAMIL NADU,1984,1023.80
TAMIL NADU,1985,1063.50
TAMIL NADU,1986,953.00
TAMIL NADU,1987,963.50
TAMIL NADU,1988,837.20
TAMIL NADU,1989,856.50
TAMIL NADU,1990,903.20
TAMIL NADU,1991,954.80
TAMIL NADU,1992,918.70
TAMIL NADU,1993,1082.30
TAMIL NADU,1994,905.90
TAMIL NADU,1995,843.40
TAMIL NADU,1996,1069.40
TAMIL NADU,1997,950.50
TAMIL NADU,1998,1079.70
TAMIL NADU,1999,922.60
TAMIL NADU,2000,972.00
TAMIL NADU,2001,483.40
TAMIL NADU,2002,318.00
TAMIL NADU,2003,348.50
TAMIL NADU,2004,1037.60
TAMIL NADU,2005,1365.30
TAMIL NADU,2006,927.90
TAMIL NADU,2007,1067.20
TAMIL NADU,2008,1203.40
TAMIL NADU,2009,928.50
TAMIL NADU,2010,1095.20
TAMIL NADU,2011,926.50
TAMIL NADU,2012,636.10
TAMIL NADU,2013,741.90
TAMIL NADU,2014,913.00
TAMIL NADU,2015,1204.60
COASTAL KARNATAKA,1901,3056.90
COASTAL KARNATAKA,1902,3699.20
COASTAL KARNATAKA,1903,3317.40
COASTAL KARNATAKA,1904,3141.10
COASTAL KARNATAKA,1905,2652.30
COASTAL KARNATAKA,1906,2836.00
COASTAL KARNATAKA,1907,3535.20
COASTAL KARNATAKA,1908,3655.50
COASTAL KARNATAKA,1909,3172.90
COASTAL KARNATAKA,1910,3020.80
COASTAL KARNATAKA,1911,2522.30
COASTAL KARNATAKA,1912,3395.90
COASTAL KARNATAKA,1913,2836.30
COASTAL KARNATAKA,1914,3872.70
COASTAL KARNATAKA,1915,2648.70
COASTAL KARNATAKA,1916,3467.90
COASTAL KARNATAKA,1917,3424.10
COASTAL KARNATAKA,1918,2510.90
COASTAL KARNATAKA,1919,2918.10
COASTAL KARNATAKA,1920,2789.20
COASTAL KARNATAKA,1921,3007.40
COASTAL KARNATAKA,1922,3332.60
COASTAL KARNATAKA,1923,3681.10
COASTAL KARNATAKA,1924,3528.90
COASTAL KARNATAKA,1925,3581.30
COASTAL KARNATAKA,1926,2956.40
COASTAL KARNATAKA,1927,3216.40
COASTAL KARNATAKA,1928,3339.60
COASTAL KARNATAKA,1929,3663.60
COASTAL KARNATAKA,1930,2913.00
COASTAL KARNATAKA,1931,3842.40
COASTAL KARNATAKA,1932,3423.40
COASTAL KARNATAKA,1933,4139.50
COASTAL KARNATAKA,1934,3011.80
COASTAL KARNATAKA,1935,2886.00
COASTAL KARNATAKA,1936,3324.70
COASTAL KARNATAKA,1937,3314.20
COASTAL KARNATAKA,1938,3150.90
COASTAL KARNATAKA,1939,2744.20
COASTAL KARNATAKA,1940,3723.90
COASTAL KARNATAKA,1941,2515.10
COASTAL KARNATAKA,1942,3502.60
COASTAL KARNATAKA,1943,3577.20
COASTAL KARNATAKA,1944,2984.50
COASTAL KARNATAKA,1945,3079.30
COASTAL KARNATAKA,1946,4041.40
COASTAL KARNATAKA,1947,3338.00
COASTAL KARNATAKA,1948,3626.60
COASTAL KARNATAKA,1949,3362.40
COASTAL KARNATAKA,1950,3766.10
COASTAL KARNATAKA,1951,3124.30
COASTAL KARNATAKA,1952,2896.60
COASTAL KARNATAKA,1953,3463.30
COASTAL KARNATAKA,1954,3821.50
COASTAL KARNATAKA,1955,3552.50
COASTAL KARNATAKA,1956,3856.60
COASTAL KARNATAKA,1957,3174.80
COASTAL KARNATAKA,1958,3687.40
COASTAL KARNATAKA,1959,4330.80
COASTAL KARNATAKA,1960,3504.20
COASTAL KARNATAKA,1961,5553.90
COASTAL KARNATAKA,1962,4017.70
COASTAL KARNATAKA,1963,3171.30
COASTAL KARNATAKA,1964,3140.50
COASTAL KARNATAKA,1965,2831.10
COASTAL KARNATAKA,1966,2976.60
COASTAL KARNATAKA,1967,3181.80
COASTAL KARNATAKA,1968,3461.00
COASTAL KARNATAKA,1969,3342.90
COASTAL KARNATAKA,1970,4042.00
COASTAL KARNATAKA,1971,3235.20
COASTAL KARNATAKA,1972,2856.90
COASTAL KARNATAKA,1973,3126.00
COASTAL KARNATAKA,1974,3433.50
COASTAL KARNATAKA,1975,4300.00
COASTAL KARNATAKA,1976,2933.90
COASTAL KARNATAKA,1977,3379.00
COASTAL KARNATAKA,1978,3862.90
COASTAL KARNATAKA,1979,2823.40
COASTAL KARNATAKA,1980,3762.00
COASTAL KARNATAKA,1981,3848.60
COASTAL KARNATAKA,1982,4090.90
COASTAL KARNATAKA,1983,3942.20
COASTAL KARNATAKA,1984,3359.00
COASTAL KARNATAKA,1985,3015.70
COASTAL KARNATAKA,1986,2934.50
COASTAL KARNATAKA,1987,2716.20
COASTAL KARNATAKA,1988,3466.60
COASTAL KARNATAKA,1989,3215.60
COASTAL KARNATAKA,1990,4120.40
COASTAL KARNATAKA,1991,3719.70
COASTAL KARNATAKA,1992,3882.20
COASTAL KARNATAKA,1993,3481.30
COASTAL KARNATAKA,1994,4636.30
COASTAL KARNATAKA,1995,3357.80
COASTAL KARNATAKA,1996,3188.90
COASTAL KARNATAKA,1997,3953.60
COASTAL KARNATAKA,1998,3707.90
COASTAL KARNATAKA,1999,3779.90
COASTAL KARNATAKA,2000,3351.30
COASTAL KARNATAKA,2001,3111.60
COASTAL KARNATAKA,2002,2793.10
COASTAL KARNATAKA,2003,3071.90
COASTAL KARNATAKA,2004,3070.00
COASTAL KARNATAKA,2005,3470.90
COASTAL KARNATAKA,2006,3837.30
COASTAL KARNATAKA,2007,3860.20
COASTAL KARNATAKA,2008,3206.40
COASTAL KARNATAKA,2009,3862.00
COASTAL KARNATAKA,2010,3686.80
COASTAL KARNATAKA,2011,3908.60
COASTAL KARNATAKA,2012,
COASTAL KARNATAKA,2013,4229.40
COASTAL KARNATAKA,2014,3684.40
COASTAL KARNATAKA,2015,3106.00
NORTH INTERIOR KARNATAKA,1901,773.00
NORTH INTERIOR KARNATAKA,1902,716.10
NORTH INTERIOR KARNATAKA,1903,928.50
NORTH INTERIOR KARNATAKA,1904,578.60
NORTH INTERIOR KARNATAKA,1905,506.20
NORTH INTERIOR KARNATAKA,1906,783.80
NORTH INTERIOR KARNATAKA,1907,746.70
NORTH INTERIOR KARNATAKA,1908,595.10
NORTH INTERIOR KARNATAKA,1909,675.80
NORTH INTERIOR KARNATAKA,1910,759.40
NORTH INTERIOR KARNATAKA,1911,510.00
NORTH INTERIOR KARNATAKA,1912,758.70
NORTH INTERIOR KARNATAKA,1913,572.30
NORTH INTERIOR KARNATAKA,1914,824.80
NORTH INTERIOR KARNATAKA,1915,753.30
NORTH INTERIOR KARNATAKA,1916,1087.90
NORTH INTERIOR KARNATAKA,1917,823.80
NORTH INTERIOR KARNATAKA,1918,528.00
NORTH INTERIOR KARNATAKA,1919,727.10
NORTH INTERIOR KARNATAKA,1920,470.30
NORTH INTERIOR KARNATAKA,1921,582.80
NORTH INTERIOR KARNATAKA,1922,509.00
NORTH INTERIOR KARNATAKA,1923,602.80
NORTH INTERIOR KARNATAKA,1924,591.20
NORTH INTERIOR KARNATAKA,1925,642.60
NORTH INTERIOR KARNATAKA,1926,581.00
NORTH INTERIOR KARNATAKA,1927,680.80
NORTH INTERIOR KARNATAKA,1928,768.50
NORTH INTERIOR KARNATAKA,1929,598.00
NORTH INTERIOR KARNATAKA,1930,632.70
NORTH INTERIOR KARNATAKA,1931,719.20
NORTH INTERIOR KARNATAKA,1932,808.80
NORTH INTERIOR KARNATAKA,1933,947.30
NORTH INTERIOR KARNATAKA,1934,591.20
NORTH INTERIOR KARNATAKA,1935,714.90
NORTH INTERIOR KARNATAKA,1936,564.70
NORTH INTERIOR KARNATAKA,1937,552.40
NORTH INTERIOR KARNATAKA,1938,815.10
NORTH INTERIOR KARNATAKA,1939,653.90
NORTH INTERIOR KARNATAKA,1940,736.80
NORTH INTERIOR KARNATAKA,1941,535.70
NORTH INTERIOR KARNATAKA,1942,585.70
NORTH INTERIOR KARNATAKA,1943,879.20
NORTH INTERIOR KARNATAKA,1944,722.10
NORTH INTERIOR KARNATAKA,1945,544.00
NORTH INTERIOR KARNATAKA,1946,808.90
NORTH INTERIOR KARNATAKA,1947,786.30
NORTH INTERIOR KARNATAKA,1948,778.30
NORTH INTERIOR KARNATAKA,1949,763.30
NORTH INTERIOR KARNATAKA,1950,706.50
NORTH INTERIOR KARNATAKA,1951,708.40
NORTH INTERIOR KARNATAKA,1952,628.50
NORTH INTERIOR KARNATAKA,1953,891.20
NORTH INTERIOR KARNATAKA,1954,683.30
NORTH INTERIOR KARNATAKA,1955,967.10
NORTH INTERIOR KARNATAKA,1956,1039.00
NORTH INTERIOR KARNATAKA,1957,837.80
NORTH INTERIOR KARNATAKA,1958,752.00
NORTH INTERIOR KARNATAKA,1959,698.50
NORTH INTERIOR KARNATAKA,1960,691.60
NORTH INTERIOR KARNATAKA,1961,748.60
NORTH INTERIOR KARNATAKA,1962,839.10
NORTH INTERIOR KARNATAKA,1963,783.10
NORTH INTERIOR KARNATAKA,1964,899.80
NORTH INTERIOR KARNATAKA,1965,632.90
NORTH INTERIOR KARNATAKA,1966,723.60
NORTH INTERIOR KARNATAKA,1967,645.70
NORTH INTERIOR KARNATAKA,1968,727.30
NORTH INTERIOR KARNATAKA,1969,729.10
NORTH INTERIOR KARNATAKA,1970,790.80
NORTH INTERIOR KARNATAKA,1971,612.10
NORTH INTERIOR KARNATAKA,1972,499.40
NORTH INTERIOR KARNATAKA,1973,750.80
NORTH INTERIOR KARNATAKA,1974,817.30
NORTH INTERIOR KARNATAKA,1975,1093.70
NORTH INTERIOR KARNATAKA,1976,561.30
NORTH INTERIOR KARNATAKA,1977,849.90
NORTH INTERIOR KARNATAKA,1978,904.90
NORTH INTERIOR KARNATAKA,1979,963.20
NORTH INTERIOR KARNATAKA,1980,691.70
NORTH INTERIOR KARNATAKA,1981,877.30
NORTH INTERIOR KARNATAKA,1982,681.40
NORTH INTERIOR KARNATAKA,1983,777.90
NORTH INTERIOR KARNATAKA,1984,618.10
NORTH INTERIOR KARNATAKA,1985,501.20
NORTH INTERIOR KARNATAKA,1986,620.40
NORTH INTERIOR KARNATAKA,1987,747.40
NORTH INTERIOR KARNATAKA,1988,795.40
NORTH INTERIOR KARNATAKA,1989,676.20
NORTH INTERIOR KARNATAKA,1990,719.00
NORTH INTERIOR KARNATAKA,1991,720.00
NORTH INTERIOR KARNATAKA,1992,668.30
NORTH INTERIOR KARNATAKA,1993,731.80
NORTH INTERIOR KARNATAKA,1994,643.00
NORTH INTERIOR KARNATAKA,1995,662.30
NORTH INTERIOR KARNATAKA,1996,811.80
NORTH INTERIOR KARNATAKA,1997,1095.60
NORTH INTERIOR KARNATAKA,1998,852.50
NORTH INTERIOR KARNATAKA,1999,660.80
NORTH INTERIOR KARNATAKA,2000,712.40
NORTH INTERIOR KARNATAKA,2001,598.00
NORTH INTERIOR KARNATAKA,2002,530.50
NORTH INTERIOR KARNATAKA,2003,473.50
NORTH INTERIOR KARNATAKA,2004,641.90
NORTH INTERIOR KARNATAKA,2005,807.50
NORTH INTERIOR KARNATAKA,2006,650.60
NORTH INTERIOR KARNATAKA,2007,836.90
NORTH INTERIOR KARNATAKA,2008,712.40
NORTH INTERIOR KARNATAKA,2009,913.50
NORTH INTERIOR KARNATAKA,2010,853.20
NORTH INTERIOR KARNATAKA,2011,655.20
NORTH INTERIOR KARNATAKA,2012,583.80
NORTH INTERIOR KARNATAKA,2013,723.20
NORTH INTERIOR KARNATAKA,2014,756.80
NORTH INTERIOR KARNATAKA,2015,551.90
SOUTH INTERIOR KARNATAKA,1901,1003.00
SOUTH INTERIOR KARNATAKA,1902,1020.10
SOUTH INTERIOR KARNATAKA,1903,1269.90
SOUTH INTERIOR KARNATAKA,1904,845.80
SOUTH INTERIOR KARNATAKA,1905,759.40
SOUTH INTERIOR KARNATAKA,1906,1004.50
SOUTH INTERIOR KARNATAKA,1907,998.50
SOUTH INTERIOR KARNATAKA,1908,790.20
SOUTH INTERIOR KARNATAKA,1909,1087.40
SOUTH INTERIOR KARNATAKA,1910,1157.30
SOUTH INTERIOR KARNATAKA,1911,906.30
SOUTH INTERIOR KARNATAKA,1912,1150.20
SOUTH INTERIOR KARNATAKA,1913,876.40
SOUTH INTERIOR KARNATAKA,1914,926.70
SOUTH INTERIOR KARNATAKA,1915,1031.90
SOUTH INTERIOR KARNATAKA,1916,1230.70
SOUTH INTERIOR KARNATAKA,1917,1094.30
SOUTH INTERIOR KARNATAKA,1918,733.30
SOUTH INTERIOR KARNATAKA,1919,1011.40
SOUTH INTERIOR KARNATAKA,1920,828.90
SOUTH INTERIOR KARNATAKA,1921,986.10
SOUTH INTERIOR KARNATAKA,1922,897.10
SOUTH INTERIOR KARNATAKA,1923,990.50
SOUTH INTERIOR KARNATAKA,1924,1127.00
SOUTH INTERIOR KARNATAKA,1925,982.20
SOUTH INTERIOR KARNATAKA,1926,897.00
SOUTH INTERIOR KARNATAKA,1927,863.70
SOUTH INTERIOR KARNATAKA,1928,950.50
SOUTH INTERIOR KARNATAKA,1929,1034.90
SOUTH INTERIOR KARNATAKA,1930,993.30
SOUTH INTERIOR KARNATAKA,1931,1012.60
SOUTH INTERIOR KARNATAKA,1932,1270.10
SOUTH INTERIOR KARNATAKA,1933,1329.20
SOUTH INTERIOR KARNATAKA,1934,786.30
SOUTH INTERIOR KARNATAKA,1935,954.50
SOUTH INTERIOR KARNATAKA,1936,958.40
SOUTH INTERIOR KARNATAKA,1937,911.20
SOUTH INTERIOR KARNATAKA,1938,871.40
SOUTH INTERIOR KARNATAKA,1939,1024.60
SOUTH INTERIOR KARNATAKA,1940,1180.00
SOUTH INTERIOR KARNATAKA,1941,937.60
SOUTH INTERIOR KARNATAKA,1942,932.90
SOUTH INTERIOR KARNATAKA,1943,1137.10
SOUTH INTERIOR KARNATAKA,1944,1025.70
SOUTH INTERIOR KARNATAKA,1945,792.30
SOUTH INTERIOR KARNATAKA,1946,1245.00
SOUTH INTERIOR KARNATAKA,1947,958.30
SOUTH INTERIOR KARNATAKA,1948,1074.10
SOUTH INTERIOR KARNATAKA,1949,876.40
SOUTH INTERIOR KARNATAKA,1950,956.50
SOUTH INTERIOR KARNATAKA,1951,925.30
SOUTH INTERIOR KARNATAKA,1952,871.80
SOUTH INTERIOR KARNATAKA,1953,1255.90
SOUTH INTERIOR KARNATAKA,1954,1031.10
SOUTH INTERIOR KARNATAKA,1955,1002.00
SOUTH INTERIOR KARNATAKA,1956,1243.70
SOUTH INTERIOR KARNATAKA,1957,1064.70
SOUTH INTERIOR KARNATAKA,1958,1210.00
SOUTH INTERIOR KARNATAKA,1959,1280.90
SOUTH INTERIOR KARNATAKA,1960,989.90
SOUTH INTERIOR KARNATAKA,1961,1409.50
SOUTH INTERIOR KARNATAKA,1962,1307.20
SOUTH INTERIOR KARNATAKA,1963,992.80
SOUTH INTERIOR KARNATAKA,1964,1169.40
SOUTH INTERIOR KARNATAKA,1965,735.20
SOUTH INTERIOR KARNATAKA,1966,1010.90
SOUTH INTERIOR KARNATAKA,1967,940.30
SOUTH INTERIOR KARNATAKA,1968,1001.00
SOUTH INTERIOR KARNATAKA,1969,1106.50
SOUTH INTERIOR KARNATAKA,1970,1073.80
SOUTH INTERIOR KARNATAKA,1971,1020.20
SOUTH INTERIOR KARNATAKA,1972,1064.00
SOUTH INTERIOR KARNATAKA,1973,1086.60
SOUTH INTERIOR KARNATAKA,1974,1051.50
SOUTH INTERIOR KARNATAKA,1975,1334.30
SOUTH INTERIOR KARNATAKA,1976,761.20
SOUTH INTERIOR KARNATAKA,1977,1207.80
SOUTH INTERIOR KARNATAKA,1978,1231.60
SOUTH INTERIOR KARNATAKA,1979,1120.80
SOUTH INTERIOR KARNATAKA,1980,1225.00
SOUTH INTERIOR KARNATAKA,1981,1184.60
SOUTH INTERIOR KARNATAKA,1982,1003.50
SOUTH INTERIOR KARNATAKA,1983,1111.20
SOUTH INTERIOR KARNATAKA,1984,1063.90
SOUTH INTERIOR KARNATAKA,1985,859.30
SOUTH INTERIOR KARNATAKA,1986,1030.20
SOUTH INTERIOR KARNATAKA,1987,934.70
SOUTH INTERIOR KARNATAKA,1988,1022.20
SOUTH INTERIOR KARNATAKA,1989,913.50
SOUTH INTERIOR KARNATAKA,1990,848.50
SOUTH INTERIOR KARNATAKA,1991,1221.20
SOUTH INTERIOR KARNATAKA,1992,1201.00
SOUTH INTERIOR KARNATAKA,1993,1038.10
SOUTH INTERIOR KARNATAKA,1994,1157.80
SOUTH INTERIOR KARNATAKA,1995,883.20
SOUTH INTERIOR KARNATAKA,1996,1044.00
SOUTH INTERIOR KARNATAKA,1997,1180.00
SOUTH INTERIOR KARNATAKA,1998,1113.30
SOUTH INTERIOR KARNATAKA,1999,1149.60
SOUTH INTERIOR KARNATAKA,2000,1207.20
SOUTH INTERIOR KARNATAKA,2001,926.30
SOUTH INTERIOR KARNATAKA,2002,755.80
SOUTH INTERIOR KARNATAKA,2003,762.80
SOUTH INTERIOR KARNATAKA,2004,1133.40
SOUTH INTERIOR KARNATAKA,2005,1319.30
SOUTH INTERIOR KARNATAKA,2006,1030.50
SOUTH INTERIOR KARNATAKA,2007,1231.00
SOUTH INTERIOR KARNATAKA,2008,1140.60
SOUTH INTERIOR KARNATAKA,2009,1158.40
SOUTH INTERIOR KARNATAKA,2010,1239.70
SOUTH INTERIOR KARNATAKA,2011,1087.40
SOUTH INTERIOR KARNATAKA,2012,877.80
SOUTH INTERIOR KARNATAKA,2013,1110.70
SOUTH INTERIOR KARNATAKA,2014,1184.20
SOUTH INTERIOR KARNATAKA,2015,1112.50
KERALA,1901,3248.60
KERALA,1902,3326.60
KERALA,1903,3271.20
KERALA,1904,3129.70
KERALA,1905,2741.60
KERALA,1906,2708.00
KERALA,1907,3671.10
KERALA,1908,2648.30
KERALA,1909,3050.20
KERALA,1910,2848.60
KERALA,1911,2726.70
KERALA,1912,3451.30
KERALA,1913,2610.80
KERALA,1914,2899.10
KERALA,1915,3024.50
KERALA,1916,2945.30
KERALA,1917,2704.80
KERALA,1918,2501.90
KERALA,1919,3003.30
KERALA,1920,3303.10
KERALA,1921,2719.90
KERALA,1922,3267.60
KERALA,1923,3484.70
KERALA,1924,4226.40
KERALA,1925,3062.10
KERALA,1926,2965.40
KERALA,1927,2994.70
KERALA,1928,2502.80
KERALA,1929,3361.60
KERALA,1930,3018.00
KERALA,1931,3259.60
KERALA,1932,3403.00
KERALA,1933,4072.90
KERALA,1934,2410.70
KERALA,1935,2498.20
KERALA,1936,3043.30
KERALA,1937,2818.20
KERALA,1938,2634.10
KERALA,1939,2937.50
KERALA,1940,3117.80
KERALA,1941,3111.10
KERALA,1942,3050.90
KERALA,1943,3464.20
KERALA,1944,2490.00
KERALA,1945,2432.40
KERALA,1946,3565.50
KERALA,1947,2998.10
KERALA,1948,3039.20
KERALA,1949,2942.60
KERALA,1950,3146.60
KERALA,1951,2705.50
KERALA,1952,2334.80
KERALA,1953,2544.90
KERALA,1954,2938.00
KERALA,1955,3134.70
KERALA,1956,2798.40
KERALA,1957,3103.30
KERALA,1958,2923.10
KERALA,1959,3746.00
KERALA,1960,3385.50
KERALA,1961,4257.80
KERALA,1962,3375.80
KERALA,1963,2651.10
KERALA,1964,2869.10
KERALA,1965,2342.40
KERALA,1966,2621.70
KERALA,1967,2569.10
KERALA,1968,3392.70
KERALA,1969,2665.00
KERALA,1970,2703.50
KERALA,1971,3076.80
KERALA,1972,2739.40
KERALA,1973,2412.50
KERALA,1974,2767.40
KERALA,1975,3498.40
KERALA,1976,2068.80
KERALA,1977,3047.60
